Name,Last Name,First Name,Graduation date,Rank at graduation,Class,Graduated from,Pilot type,Military hometown of record,State,Aerial Victory Credits,Web Profile
"Simmons, Alphonso",Simmons, Alphonso,1-Oct-43,2nd Lt,SE-43-I,TAAF,Single engine,Jacksonville,FL,,
"Simmons, Donehue",Simmons, Donehue,29-Jan-46,Flight Officer,TE-45-I,TAAF,Twin engine,Chicago,IL,,
"Simmons, Paul C., Jr.",Simmons," Paul C., Jr.",3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Detroit,MI,,
"Simons, Richard A.",Simons, Richard A.,16-Oct-44,2nd Lt,SE-44-I-1,TAAF,Single engine,White Plains,NY,"Downed 1 Me-109 on April 26, 1945",
"Simpson, Jesse H.",Simpson, Jesse H.,4-Aug-44,Flight Officer,TE-44-G,TAAF,Twin engine,Fresno,CA,,
"Sims, Thomas D.",Sims, Thomas D.,12-Oct-48,2nd Lt,,"Williams AFB, AZ",Single engine,,,,
"Singletary, Lloyd G.",Singletary, Lloyd G.,25-Mar-43,2nd Lt,SE-43-C,TAAF,Single engine,Jacksonville,FL,,
"Sloan, John S.",Sloan, John S.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,Louisville,KY,,
"Smith, Albert H.",Smith, Albert H.,11-Mar-45,Flight Officer,SE-45-A,TAAF,Single engine,Jersey City,NJ,,
"Smith, Burl E.",Smith, Burl E.,15-Apr-45,2nd Lt,SE-45-B,TAAF,Single engine,Oakland,CA,,
"Smith, Edward M.",Smith, Edward M.,28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,Philadelphia,PA,,
"Smith, Elwood A.",Smith, Elwood A.,7-Dec-43,2nd Lt,CL-43-3,TAAF,Liaison pilot,,,,
"Smith, Eugene D.",Smith, Eugene D.,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Cincinnati,OH,,
"Smith, Frederick D.",Smith, Frederick D.,23-May-45,2nd Lt,TE-45-C,TAAF,Twin engine,Pasadena,CA,,
"Smith, Graham",Smith, Graham,3-Jul-42,2nd Lt,SE-42-F,TAAF,Single engine,Ahoskie,NC,,
"Smith, Harold E.",Smith, Harold E.,16-Oct-44,1st Lt,TE-44-I-1,TAAF,Twin engine,,,,
"Smith, Harold E., Jr.",Smith," Harold E., Jr.",16-Oct-44,1st Lt,TE-44-I-1,TAAF,Twin engine,Memphis,TN,,
"Smith, Lewis C.",Smith, Lewis C.,29-Apr-43,2nd Lt,SE-43-D,TAAF,Single engine,Los Angeles,CA,"Downed 1 Fw-190 on January 27, 1944",
"Smith, Luther H.",Smith, Luther H.,28-May-43,2nd Lt,SE-43-E,TAAF,Single engine,Des Moines,IA,"Downed 1 Me-109 on July 17, 1944; Downed 1 He-111 on October 12, 1944",
"Smith, Quentin P.",Smith, Quentin P.,11-Mar-45,2nd Lt,TE-45-A,TAAF,Twin engine,East Chicago,IL,,
"Smith, Reginald V.",Smith, Reginald V.,4-Aug-45,Flight Officer,SE-45-E,TAAF,Single engine,Ahoskie,NC,,
"Smith, Robert C.",Smith, Robert C.,27-Jun-45,Flight Officer,SE-45-D,TAAF,Single engine,Muskogee,OK,,
"Smith, Robert H.",Smith, Robert H.,1-Oct-43,2nd Lt,SE-43-I,TAAF,Single engine,Baltimore,MD,"Downed 1 Me-109 on July 17, 1944",
"Smith, Sherman W.",Smith, Sherman W.,7-Dec-43,2nd Lt,CL-43-3,TAAF,Liaison pilot,San Antonio,TX,,
"Smith, Thomas W.",Smith, Thomas W.,28-Dec-44,Flight Officer,SE-44-J,TAAF,Single engine,Lebanon,KY,,
"Spann, Calvin J.",Spann, Calvin J.,4-Aug-44,Flight Officer,SE-44-G,TAAF,Single engine,Rutherford,NJ,,
"Spears, Leon W.",Spears, Leon W.,27-Jun-44,Flight Officer,SE-44-F,TAAF,Single engine,Pueblo,CO,,
"Spencer, Roy M.",Spencer, Roy M.,16-Feb-43,2nd Lt,SE-43-B,TAAF,Single engine,Tallahassee,FL,,
"Spicer, Cecil",Spicer, Cecil,20-Nov-45,2nd Lt,TE-45-H,TAAF,Twin engine,Greenville,OH,,
"Spriggs, Thurman E.",Spriggs, Thurman E.,20-Nov-45,2nd Lt,SE-45-H,TAAF,Single engine,DesMoines,IA,,
"Spurlin, Jerome D.",Spurlin, Jerome D.,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Chicago,IL,,
"Squires, John W.",Squires, John W.,8-Sep-44,Flight Officer,SE-44-H,TAAF,Single engine,St. Louis,MO,,
"Stanton, Charles R.",Stanton, Charles R.,14-Jan-43,2nd Lt,SE-43-A,TAAF,Single engine,Portland,OR,,
"Starks, Arnett W., Jr.",Starks," Arnett W., Jr.",23-May-44,Flight Officer,SE-44-E,TAAF,Single engine,Los Angeles,CA,,
"Stephens, Charles W.",Stephens, Charles W.,,Flight Officer,,TAAF,Service pilot,"Monroeville, AL",,,
"Stephens, Leroy, Jr.",Stephens," Leroy, Jr.",22-Oct-43,1st Lt,CL-43-2,TAAF,Liaison pilot,Chicago,IL,,
"Stephenson, William W., Jr.",Stephenson," William W., Jr.",28-Dec-44,Flight Officer,SE-44-J,TAAF,Single engine,Washington,DC,,
"Stevens, Richard G.",Stevens, Richard G.,16-Oct-44,2nd Lt,SE-44-I-1,TAAF,Single engine,Washington,DC,,
"Stevenson, James V.",Stevenson, James V.,20-Nov-44,2nd Lt,TE-44-I,TAAF,Twin engine,San Antonio,TX,,
"Steward, Lowell C.",Steward, Lowell C.,28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,Los Angeles,CA,,
"Stewart, Harry T., Jr.",Stewart," Harry T., Jr.",27-Jun-44,2nd Lt,SE-44-F,TAAF,Single engine,Corona,NY,"Downed 3 Fw-190s on April 1, 1945",
"Stewart, Nathaniel C.",Stewart, Nathaniel C.,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Philadelphia,PA,,
"Stiger, Roosevelt",Stiger, Roosevelt,12-Mar-44,2nd Lt,SE-44-C,TAAF,Single engine,Jackson,MI,,
"Stoudmire, Norvel",Stoudmire, Norvel,30-Aug-43,2nd Lt,SE-43-H,TAAF,Single engine,St. Louis,MO,,
"Stovall, Charles L.",Stovall, Charles L.,16-Oct-44,2nd Lt,SE-44-I-1,TAAF,Single engine,Wichita,KS,,
"Streat, William A., Jr.",Streat," William A., Jr.",20-Nov-45,Flight Officer,TE-45-H,TAAF,Twin engine,Lawrenceville,VA,,
"Street, Thomas C.",Street, Thomas C.,4-Aug-44,2nd Lt,SE-44-G,TAAF,Single engine,Springfield,NJ,,
"Suggs, John J.",Suggs, John J.,28-May-43,2nd Lt,SE-43-E,TAAF,Single engine,Terre Haute,IN,,
"Surcey, Wayman P.",Surcey, Wayman P.,20-Nov-44,Flight Officer,TE-44-I,TAAF,Twin engine,Jacksonville,FL,,
"Talton, James E.",Talton, James E.,8-Sep-45,Flight Officer,TE-45-F,TAAF,Twin engine,Merchantville,NJ,,
"Tate, Charles W.",Tate, Charles W.,30-Aug-43,2nd Lt,SE-43-H,TAAF,Single engine,Pittsburg,PA,,
"Taylor, Elmer W.",Taylor, Elmer W.,28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,Pittsburg,PA,,
"Taylor, George A.",Taylor, George A.,30-Aug-43,2nd Lt,SE-43-H,TAAF,Single engine,Philadelphia,PA,,
"Taylor, James E.",Taylor, James E.,15-Apr-45,Flight Officer,TE-45-B,TAAF,Twin engine,Champaign,IL,,
"Taylor, Lloyd R. V.",Taylor, Lloyd R. V.,30-Sep-43,2nd Lt,CL-43-1,TAAF,Liaison pilot,Atlanta,GA,,
"Taylor, Ulysses S.",Taylor, Ulysses S.,29-Apr-43,2nd Lt,SE-43-D,TAAF,Single engine,Kaufman,TX,,
"Taylor, William H., Jr.",Taylor," William H., Jr.",4-Aug-45,Flight Officer,TE-45-E,TAAF,Twin engine,Inkster,MI,,
"Temple, Alva N.",Temple, Alva N.,28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,Carrollton,AL,,
"Terry, Kenneth E.",Terry, Kenneth E.,8-Sep-45,Flight Officer,TE-45-F,TAAF,Twin engine,Emporia,KS,,
"Terry, Robert",Terry, Robert,,Flight Officer,,TAAF,Service pilot,,,,
"Terry, Roger C.",Terry, Roger C.,1-Feb-44,2nd Lt,TE-44-K,TAAF,Twin engine,Los Angeles,CA,,
"Theodore, Eugene G.",Theodore, Eugene G.,20-Nov-44,2nd Lt,SE-44-I,TAAF,Single engine,Port of Spain,TD,,
"Thomas, Daniel C.",Thomas, Daniel C.,22-Oct-43,2nd Lt,CL-43-2,TAAF,Liaison pilot,Washington City,PA,,
"Thomas, Edward M.",Thomas, Edward M.,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Chicago,IL,,
"Thomas, Walter H., Jr.",Thomas," Walter H., Jr.",27-Jun-45,Flight Officer,SE-45-D,TAAF,Single engine,Redlands,CA,,
"Thomas, William H.",Thomas, William H.,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Los Angeles,CA,"Downed 1 Fw-190 on August 24, 1944",
"Thompson, Donald N., Jr.",Thompson," Donald N., Jr.",16-Oct-44,2nd Lt,SE-44-I-1,TAAF,Single engine,Philadelphia,PA,,
"Thompson, Floyd A.",Thompson, Floyd A.,30-Aug-43,2nd Lt,SE-43-H,TAAF,Single engine,London,WV,,
"Thompson, Francis R",Thompson, Francis R,11-Mar-45,2nd Lt,TE-45-A,TAAF,Twin engine,Brooklyn,NY,,
"Thompson, James A.",Thompson, James A.,16-Oct-45,Flight Officer,SE-45-G,TAAF,Single engine,Cleveland,OH,,
"Thompson, Reid E.",Thompson, Reid E.,5-Dec-43,2nd Lt,SE-43-K,TAAF,Single engine,New Rochelle,NY,,
"Thorpe, Herbert C.",Thorpe, Herbert C.,16-Oct-45,2nd Lt,TE-45-G,TAAF,Twin engine,Brooklyn,NY,,
"Thorpe, Richard E.",Thorpe, Richard E.,16-Oct-44,2nd Lt,SE-44-I-1,TAAF,Single engine,Brooklyn,NY,,
"Tindall, Thomas J.",Tindall, Thomas J.,23-May-45,Flight Officer,SE-45-C,TAAF,Single engine,East Orange,NJ,,
"Toatley, Ephraim E., Jr.",Toatley," Ephraim E., Jr.",1-Feb-44,2nd Lt,SE-44-K,TAAF,Single engine,Philadelphia,PA,,
"Tompkins, William D.",Tompkins, William D.,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,Fall River,MA,,
"Toney, Mitchel N",Toney, Mitchel N,4-Aug-45,Flight Officer,TE-45-E,TAAF,Twin engine,Austin,TX,,
"Toppins, Edward L.",Toppins, Edward L.,6-Sep-42,2nd Lt,SE-42-H,TAAF,Single engine,San Francisco,CA,"Downed 1 Fw-190 on January 27, 1944; Downed 1 Fw-190 on July 18, 1944; Downed 1 Me-109 on July 20, 1944; Downed 1 Me-109 on July 26, 1944",
"Tresville, Robert B., Jr.",Tresville," Robert B., Jr.",13-Dec-42,2nd Lt,SE-42-K,TAAF,Single engine,Bay City,TX,,
"Trott, Robert G.",Trott, Robert G.,27-Jun-45,2nd Lt,SE-45-D,TAAF,Single engine,Mt. Vernon,NY,,
"Tucker, Lemuel L.",Tucker, Lemuel L.,7-Dec-43,2nd Lt,CL-43-3,TAAF,Liaison pilot,Philadelphia,PA,,
"Tucker, Paul",Tucker, Paul,15-Apr-45,Flight Officer,SE-45-B,TAAF,Single engine,Detroit,MI,,
"Turner, Allen H.",Turner, Allen H.,16-Oct-44,2nd Lt,SE-44-I-1,TAAF,Single engine,Flint,MI,,
"Turner, Andrew D.",Turner, Andrew D.,9-Oct-42,2nd Lt,SE-42-I,TAAF,Single engine,Washington,DC,,
"Turner, Gordon G.",Turner, Gordon G.,4-Aug-45,2nd Lt,SE-45-E,TAAF,Single engine,Los Angeles,CA,,
"Turner, John B.",Turner, John B.,27-Jun-44,2nd Lt,TE-44-F,TAAF,Twin engine,Atlanta,GA,,
"Turner, Leon L.",Turner, Leon L.,7-Jan-44,2nd Lt,TE-44-A,TAAF,Twin engine,Washington,DC,,
"Turner, Leonard F.",Turner, Leonard F.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,Washington,DC,,
"Turner, Ralph L.",Turner, Ralph L.,15-Apr-44,Flight Officer,SE-44-D,TAAF,Single engine,Los Angeles,CA,,
"Twine, Saint M., Jr.",Twine," Saint M., Jr.",7-Jan-44,Flight Officer,TE-44-A,TAAF,Twin engine,Los Angeles,CA,,
"Tyler, William A., Jr.",Tyler," William A., Jr.",23-May-45,2nd Lt,TE-45-C,TAAF,Twin engine,Pittsburg,PA,,
"Valentine, Cleophus W.",Valentine, Cleophus W.,11-Mar-45,2nd Lt,TE-45-A,TAAF,Twin engine,Detroit,MI,,
"Vaughan, Leonard O.",Vaughan, Leonard O.,20-Nov-44,Flight Officer,SE-44-I,TAAF,Single engine,Brooklyn,NY,,
"Velasquez, Frederick B.",Velasquez, Frederick B.,28-Dec-44,Flight Officer,TE-44-J,TAAF,Twin engine,Chicago,IL,,
"Verwayne, Peter C.",Verwayne, Peter C.,13-Dec-42,2nd Lt,SE-42-K,TAAF,Single engine,New York,NY,,
"Waddell, Reginald C., Jr.",Waddell," Reginald C., Jr.",20-Nov-44,Flight Officer,SE-44-I,TAAF,Single engine,Chicago,IL,,
"Walker, Charles E.",Walker, Charles E.,7-Jan-44,2nd Lt,TE-44-A,TAAF,Twin engine,Jackson,MI,,
"Walker, Frank D.",Walker, Frank D.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,Richmond,KY,,
"Walker, James A.",Walker, James A.,28-May-43,2nd Lt,SE-43-E,TAAF,Single engine,Manning,SC,,
"Walker, John B., Jr.",Walker," John B., Jr.",11-Mar-45,2nd Lt,SE-45-A,TAAF,Single engine,Canton,OH,,
"Walker, Quitman C.",Walker, Quitman C.,14-Jan-43,2nd Lt,SE-43-A,TAAF,Single engine,Indianola,MS,,
"Walker, William C., Jr.",Walker," William C., Jr.",23-May-44,2nd Lt,SE-44-E,TAAF,Single engine,Atlantic City,NJ,,
"Walker, William H.",Walker, William H.,13-Dec-42,2nd Lt,SE-42-K,TAAF,Single engine,Suffolk,VA,,
"Walker, William H.",Walker, William H.,16-Feb-43,2nd Lt,SE-43-B,TAAF,Single engine,Carbondale,IL,,
"Wanamaker, George E.",Wanamaker, George E.,23-May-45,Flight Officer,SE-45-C,TAAF,Single engine,Montclair,NJ,,
"Warner, Hugh St. Clair",Warner, Hugh St. Clair,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,New York,NY,"Downed 1 Me-109 on July 18, 1944",
"Warren, James W.",Warren, James W.,16-Oct-44,Flight Officer,SE-44-I-1,TAAF,Single engine,Brooklyn,NY,,
"Warrick, Calvin T.",Warrick, Calvin T.,11-Mar-45,2nd Lt,TE-45-A,TAAF,Twin engine,Elkton,MD,,
"Washington, Milton S.",Washington, Milton S.,8-Sep-44,Flight Officer,SE-44-H,TAAF,Single engine,Willow Grove,PA,,
"Washington, Morris J.",Washington, Morris J.,20-Nov-44,Flight Officer,TE-44-I,TAAF,Twin engine,Atlantic City,NJ,,
"Washington, Samuel L.",Washington, Samuel L.,27-Jun-44,Flight Officer,SE-44-F,TAAF,Single engine,Cleveland,OH,,
"Washington, William M.",Washington, William M.,20-Nov-44,2nd Lt,SE-44-I,TAAF,Single engine,Chicago,IL,,
"Watkins, Edward W.",Watkins, Edward W.,8-Sep-45,Flight Officer,SE-45-F,TAAF,Single engine,Freeman,WV,,
"Watkins, Edward W.",Watkins, Edward W.,1-Oct-43,2nd Lt,SE-43-I,TAAF,Single engine,Omaha,NE,,
"Watson, Dudley M.",Watson, Dudley M.,28-May-43,2nd Lt,SE-43-E,TAAF,Single engine,Frankfort,KY,,
"Watson, Spann",Watson, Spann,3-Jul-42,2nd Lt,SE-42-F,TAAF,Single engine,Hackensack,NJ,,
"Watts, Samuel W., Jr.",Watts," Samuel W., Jr.",23-May-44,2nd Lt,SE-44-E,TAAF,Single engine,New York,NY,,
"Weatherford, Richard",Weatherford, Richard,16-Oct-45,Flight Officer,TE-45-G,TAAF,Twin engine,Albion,MI,,
"Weathers, Luke J.",Weathers, Luke J.,29-Apr-43,2nd Lt,SE-43-D,TAAF,Single engine,Memphis,TN,"Downed 2 Me-109s on November 16, 1944",
"Weathersby, Paul",Weathersby, Paul,22-Oct-43,2nd Lt,CL-43-2,TAAF,Liaison pilot,Chicago,IL,,
"Webb, Rhohelia J.",Webb, Rhohelia J.,27-Jun-44,2nd Lt,TE-44-F,TAAF,Twin engine,Baltimore,MD,,
"Wells, Wendell D.",Wells, Wendell D.,5-Dec-43,2nd Lt,TE-43-K,TAAF,Twin engine,Washington,DC,,
"Wells, Johnson C.",Wells, Johnson C.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,Buffalo,NY,,
"Westbrook, Shelby F.",Westbrook, Shelby F.,8-Feb-44,2nd Lt,SE-44-B,TAAF,Single engine,Toledo,OH,,
"Westmoreland, Julius C.",Westmoreland, Julius C.,8-Sep-45,2nd Lt,SE-45-F,TAAF,Single engine,Washington,DC,,
"Westmoreland, Walter D.",Westmoreland, Walter D.,28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,Atlanta,GA,,
"Wheeler, Jimmie D.",Wheeler, Jimmie D.,15-Apr-44,2nd Lt,SE-44-D,TAAF,Single engine,Detroit,MI,,
"Wheeler, William M.",Wheeler, William M.,12-Mar-44,2nd Lt,SE-44-C,TAAF,Single engine,Detroit,MI,,
"White, Charles L.",White, Charles L.,12-Mar-44,2nd Lt,SE-44-C,TAAF,Single engine,St. Louis,MO,"Downed 2 Me-109s on April 1, 1945",
"White, Cohen M.",White, Cohen M.,8-Feb-44,2nd Lt,SE-44-B,TAAF,Single engine,Detroit,MI,,
"White, Ferrier H.",White, Ferrier H.,16-Oct-44,2nd Lt,SE-44-I-1,TAAF,Single engine,Oberlin,OH,,
"White, Harold L.",White, Harold L.,4-Aug-44,2nd Lt,SE-44-G,TAAF,Single engine,Detroit,MI,,
"White, Harry W.",White, Harry W.,23-May-45,Flight Officer,SE-45-C,TAAF,Single engine,Baltimore,MD,,
"White, Haydel J.",White, Haydel J.,1-Feb-44,Flight Officer,TE-44-K,TAAF,Twin engine,New Orleans,LA,,
"White, Hugh J.",White, Hugh J.,27-Jun-44,2nd Lt,SE-44-F,TAAF,Single engine,St. Louis,MO,"Downed 1 Me-109 on March 31, 1945",
"White, Joseph C.",White, Joseph C.,4-Aug-44,Flight Officer,SE-44-G,TAAF,Single engine,Chattanooga,TN,,
"White, Marvin C., Sr.",White," Marvin C., Sr.",4-Aug-45,Flight Officer,SE-45-E,TAAF,Single engine,Wichita,KS,,
"White, Raymond M.",White, Raymond M.,20-Nov-44,Flight Officer,TE-44-I,TAAF,Twin engine,Bronx,NY,,
"White, Sherman W.",White, Sherman W.,20-May-42,2nd Lt,SE-42-E,TAAF,Single engine,Montgomery,AL,,
"White, Vertner J., Jr.",White," Vertner J., Jr.",8-Sep-45,2nd Lt,TE-45-F,TAAF,Twin engine,Cleveland,OH,,
"Whitehead, John L.",Whitehead, John L.,8-Sep-44,2nd Lt,SE-44-H,TAAF,Single engine,Lawrenceville,VA,,
"Whiten, Joseph D.",Whiten, Joseph D.,5-Dec-43,2nd Lt,TE-43-K,TAAF,Twin engine,New York,NY,,
"Whiteside, Albert",Whiteside, Albert,4-Aug-45,Flight Officer,TE-45-E,TAAF,Twin engine,San Antonio,TX,,
"Whitney, Yenwith K.",Whitney, Yenwith K.,27-Jun-44,Flight Officer,SE-44-F,TAAF,Single engine,New York,NY,,
"Whittaker, Peter H.",Whittaker, Peter H.,12-Mar-44,2nd Lt,SE-44-C,TAAF,Single engine,Detroit,MI,,
"Whyte, James W., Jr.",Whyte," James W., Jr.",20-Nov-44,2nd Lt,TE-44-I,TAAF,Twin engine,New Haven,CT,,
"Wiggins, Leonard W.",Wiggins, Leonard W.,4-Aug-45,Flight Officer,SE-45-E,TAAF,Single engine,Detroit,MI,,
"Wiggins, Robert H.",Wiggins, Robert H.,28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,New York,NY,,
"Wilburn, Arthur J.",Wilburn, Arthur J.,7-Jan-44,2nd Lt,SE-44-A,TAAF,Single engine,Asheville,NC,,
"Wilburn, Leonard E.",Wilburn, Leonard E.,30-Sep-43,2nd Lt,CL-43-1,TAAF,Liaison pilot,Franklin County,OH,,
"Wiley, James T.",Wiley, James T.,3-Jul-42,2nd Lt,SE-42-F,TAAF,Single engine,Pittsburg,PA,,
"Wilhite, Emmett J.",Wilhite, Emmett J.,27-Jun-45,2nd Lt,SE-45-D,TAAF,Single engine,Los Angeles,CA,,
"Wilkens, Laurence D.",Wilkens, Laurence D.,28-May-43,2nd Lt,SE-43-E,TAAF,Single engine,Los Angeles,CA,"Downed 1 Me-109 on July 17, 1944",
"Wilkerson, Oscar L., Jr.",Wilkerson," Oscar L., Jr.",8-Sep-45,2nd Lt,TE-45-F,TAAF,Twin engine,Chicago Heights,IL,,
"Wilkerson, William G.",Wilkerson, William G.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,Camden,NJ,,
"Wilkins, Ralph D.",Wilkins, Ralph D.,20-Nov-44,2nd Lt,SE-44-I,TAAF,Single engine,Washington,DC,,
"Willette, Leonard R.",Willette, Leonard R.,8-Feb-44,Flight Officer,SE-44-B,TAAF,Single engine,Belleville,NJ,,
"Williams, Andrew B., Jr.",Williams," Andrew B., Jr.",20-Nov-45,Flight Officer,TE-45-H,TAAF,Twin engine,Los Angeles,CA,,
"Williams, Archie",Williams, Archie,,2nd Lt,,TAAF,Service pilot,Oakland,CA,,
"Williams, Charles I.",Williams, Charles I.,29-Apr-43,2nd Lt,SE-43-D,TAAF,Single engine,Lima,OH,,
"Williams, Charles T.",Williams, Charles T.,12-Mar-44,2nd Lt,SE-44-C,TAAF,Single engine,Los Angeles,CA,,
"Williams, Clarence",Williams, Clarence,7-Jan-44,Flight Officer,TE-44-A,TAAF,Twin engine,Fairfield,AL,,
"Williams, Craig H.",Williams, Craig H.,28-May-43,2nd Lt,SE-43-E,TAAF,Single engine,Chicago,IL,,
"Williams, Edward J.",Williams, Edward J.,5-Dec-43,Flight Officer,SE-43-K,TAAF,Single engine,Columbus,GA,,
"Williams, Eugene W.",Williams, Eugene W.,4-Aug-45,2nd Lt,SE-45-E,TAAF,Single engine,Roanoke,VA,,
"Williams, Herbert W.",Williams, Herbert W.,7-Jan-44,2nd Lt,TE-44-A,TAAF,Liaison pilot,Los Angeles,CA,,
"Williams, James L.",Williams, James L.,8-Sep-45,Flight Officer,SE-45-F,TAAF,Single engine,Philadelphia,PA,,
"Williams, James R.",Williams, James R.,16-Oct-45,2nd Lt,TE-45-G,TAAF,Twin engine,Bryn Mawr,PA,,
"Williams, Joseph H.",Williams, Joseph H.,20-Nov-44,2nd Lt,TE-44-I,TAAF,Twin engine,Chicago,IL,,
"Williams, Kenneth I.",Williams, Kenneth I.,8-Feb-44,2nd Lt,SE-44-B,TAAF,Single engine,Los Angeles,CA,,
"Williams, LeRoi S.",Williams, LeRoi S.,28-Jul-43,2nd Lt,SE-43-G,TAAF,Single engine,Roanoke,VA,,
"Williams, Leslie A.",Williams, Leslie A.,3-Nov-43,2nd Lt,SE-43-J,TAAF,Single engine,San Mateo,CA,,
"Williams, Raymond L.",Williams, Raymond L.,27-Jun-45,Flight Officer,SE-45-D,TAAF,Single engine,Jersey City,NJ,,
"Williams, Robert E., Jr.",Williams," Robert E., Jr.",4-Aug-44,Flight Officer,SE-44-G,TAAF,Single engine,Chicago,IL,,
"Williams, Robert W.",Williams, Robert W.,23-May-44,2nd Lt,SE-44-E,TAAF,Single engine,Ottumwa,IA,"Downed 2 FW-190s on March 31, 1945",
"Williams, Romeo M.",Williams, Romeo M.,13-Dec-42,2nd Lt,SE-42-K,TAAF,Single engine,Marshall,TX,,
"Williams, Thomas E.",Williams, Thomas E.,8-Sep-45,2nd Lt,SE-45-F,TAAF,Single engine,Philadelphia,PA,,
"Williams, Vincent E.",Williams, Vincent E.,15-Apr-44,Flight Officer,SE-44-D,TAAF,Single engine,Los Angeles,CA,,
"Williams, William F.",Williams, William F.,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,Cleveland,OH,,
"Williams, William L., Jr.",Williams," William L., Jr.",28-Dec-44,Flight Officer,TE-44-J,TAAF,Twin engine,New London,OH,,
"Williams, Yancey",Williams, Yancey,28-Dec-44,1st Lt,SE-44-J,TAAF,Single engine,Tulsa,OK,,
"Williamson, Willie A.",Williamson, Willie A.,28-Dec-44,Flight Officer,SE-44-J,TAAF,Single engine,Detroit,MI,,
"Wilson, Adlrick H.",Wilson, Adlrick H.,30-Sep-43,2nd Lt,CL-43-1,TAAF,Liaison pilot,Chicago,IL,,
"Wilson, Bertram W., Jr.",Wilson," Bertram W., Jr.",23-May-44,2nd Lt,SE-44-E,TAAF,Single engine,Brooklyn,NY,"Downed 1 Fw-190 on March 31, 1945",
"Wilson, Charles E.",Wilson, Charles E.,12-Mar-44,Flight Officer,TE-44-C,TAAF,Twin engine,Chicago,IL,,
"Wilson, James A.",Wilson, James A.,15-Apr-44,2nd Lt,SE-44-D,TAAF,Single engine,Marion,IN,,
"Wilson, LeRoy J.",Wilson, LeRoy J.,8-Sep-45,2nd Lt,TE-45-F,TAAF,Twin engine,Independence,KS,,
"Wilson, Myron",Wilson, Myron,15-Apr-44,Flight Officer,SE-44-D,TAAF,Single engine,Danville,IL,,
"Wilson, Theodore",Wilson, Theodore,30-Jun-43,2nd Lt,SE-43-F,TAAF,Single engine,Roanoke,VA,,
"Winslow, Eugene",Winslow, Eugene,7-Jan-44,2nd Lt,TE-44-A,TAAF,Twin engine,Chicago,IL,,
"Winslow, Robert W.",Winslow, Robert W.,15-Apr-45,2nd Lt,SE-45-B,TAAF,Single engine,East St. Louis,IL,,
"Winston, Charles H., Jr.",Winston," Charles H., Jr.",15-Apr-45,Flight Officer,SE-45-B,TAAF,Single engine,Seattle,WA,,
"Winston, Harry P.",Winston, Harry P.,11-Mar-45,Flight Officer,SE-45-A,TAAF,Single engine,Franklin,VA,,
"Wise, Henry A.",Wise, Henry A.,8-Feb-44,2nd Lt,SE-44-B,TAAF,Single engine,Cheriton,VA,,
"Witherspoon, Fred",Witherspoon, Fred,,Flight Officer,,TAAF,Service pilot,Houston,TX,,
"Wofford, Kenneth O.",Wofford, Kenneth O.,23-May-45,2nd Lt,SE-45-C,TAAF,Single engine,Springfield,MO,,
"Woods, Carl J.",Woods, Carl J.,15-Apr-44,Flight Officer,SE-44-D,TAAF,Single engine,Mars,PA,,
"Woods, Carrol S.",Woods, Carrol S.,30-Aug-43,2nd Lt,SE-43-H,TAAF,Single engine,Valdosta,GA,,
"Woods, George",Woods, George,7-Dec-43,2nd Lt,CL-43-3,TAAF,Liaison pilot,Cleveland,OH,,
"Woods, Isaac R.",Woods, Isaac R.,4-Aug-45,Flight Officer,SE-45-E,TAAF,Single engine,Tulsa,OK,,
"Woods, Willard L.",Woods, Willard L.,30-Aug-43,2nd Lt,SE-43-H,TAAF,Single engine,Mempis,TN,,
"Woodson, James E.",Woodson, James E.,30-Sep-43,2nd Lt,CL-43-1,TAAF,Liaison pilot,Unk,Unk,,
"Wooten, Howard A.",Wooten, Howard A.,28-Dec-44,Flight Officer,TE-44-J,TAAF,Twin engine,Lovelady,TX,,
"Wormack, Thelbert B.",Wormack, Thelbert B.,12-Oct-48,2nd Lt,,"Williams AFB, AZ",Single engine,,,,
"Wrenn, Robert L.",Wrenn, Robert L.,22-Oct-43,1st Lt,CL-43-2,TAAF,Liason pilot,Hamilton County,OH,,
